category,title_ar,title_en,slug,active_period,school
thinkers,بات أوغدن,Pat Ogden (Hakomi context),thk-pogden-hakomi,1980,هاكومي (Hakomi)
thinkers,بات أوغدِن,Pat Ogden,thk-pogden,1981,IBP (العلاج التكاملي للجسد)
thinkers,باتريتسيا بالارو,Patrizia Pallaro,thk-ppallaro,1985,الحركة الأصيلة
thinkers,بيغي باب,Peggy Papp,thk-ppapp,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,بيغي بِن,Peggy Penn,thk-ppenn,1985-2010,الأنظمة اللغوية التعاونية
thinkers,باتريسيا رِدجوِي,Patricia Ridgway,thk-pridgway,1985-2010,br-psychiatric-rehabilitation
thinkers,بيتر سليد,Peter Slade,thk-pslade,1954-2004,علاج الدراما
thinkers,بيار تيار دي شاردان,Pierre Teilhard de Chardin,thk-pteilhard,1920-1955,علم النفس التكاملي (Integral)
thinkers,ماركيز دي بويزيغور,Marquis de Puységur,thk-puysgur,1784-1825,الماسمرية
thinkers,راسل أكوف,Russell L. Ackoff,thk-rackoff,1953-2009,النظرية العامة للأنظمة
thinkers,رافائيل إيدث,Rafaeli Eyth,thk-rafaeli-eyth,2000,br-performance-psychology
thinkers,راندي ستابلر,Randy Stabler,thk-randystabler,2010,br-mst
thinkers,ريتشارد بَندلر,Richard Bandler,thk-rbandler,1975,NLP النظامي
thinkers,راسِل باركلي,Russell A. Barkley,thk-rbarkley,1977,br-pcit
thinkers,روبرت باور,Robert Bauer,thk-rbauer,1980-2010,السيكودراما والسوسيومتري
thinkers,رولاندو بنِنسون,Rolando Benenzon,thk-rbenenzon,1965-2021,العلاج بالموسيقى
thinkers,راندي بوروم,Randy Borum,thk-rborum,1996,br-therapeutic-risk-assessment
thinkers,راشيل كارسون,Rachel Carson,thk-rcarson,1962-1964,العلاج البيئي/الطبيعي
thinkers,شارون سيرماك,Sharon A. Cermak,thk-rcermak,1975,التكامل الحسي (Sensory Integration)
thinkers,روبرت ديلتس,Robert Dilts,thk-rdilts,1975,NLP النظامي
thinkers,روبرت دريك,Robert E. Drake,thk-rdrake,1980,br-case-management
thinkers,فيلهلم رايخ,Wilhelm Reich,thk-reich,1923-1957,PBSP (Pesso Boyden System Psychomotor)
thinkers,ريتشارد فيش,Richard Fisch,thk-rfisch,1960-2011,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,رويلا فرانك,Ruella Frank,thk-rfrank,1990,الجشطالت الجسدي (Naranjo)
thinkers,ر. كارل هانسون,R. Karl Hanson,thk-rhanson,1990,br-sotp
thinkers,رفة حسن,Riffat Hassan,thk-rhassan,1980-2020,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,راندي هوتون,Randy Hooton,thk-rhooton,1970,العلاج البدائي
thinkers,ريك ليفي,Rick A. Levy,thk-rick-levy,2015,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,راماكريشنا نارايان,R. K. Narayan,thk-rk-narayan,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,روبرت كلارك,Robert M. Clark,thk-rkeller,1980,br-interpersonal-neurobiology
thinkers,[مؤسِّسو AJA / BJAA / SAP / IGAP / GAP],Founders of UK Jungian associations,thk-rklenck,,مدرسة التحليل النفسي
thinkers,روبرت ليفنسون,Robert W. Levenson,thk-rlevenson,1976,طريقة غوتمان الزوجية
thinkers,ريزما ميناكم,Resmaa Menakem,thk-rmenakem,2015,العلاج المستنير عصبيًا/بولفاغال
thinkers,روبرت موشارك,Robert Mosak,thk-rmosak,1970,br-teacch
thinkers,رالف ميتزner,Ralph Metzner,thk-rmritchie,1964-2019,التنفس الهولوتروبي
thinkers,مايكل واشبورن,Michael Washburn,thk-rmwashburn,1975,علم النفس التكاملي (Integral)
thinkers,روبرت بَرجِس,Robert L. Burgess,thk-robert-burgess,2012,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,روبرت كورنليس,Robert E. Cornell,thk-robert-cornelis,1990,التركيز (Focusing)
thinkers,روبرت إيميري,Robert Emery,thk-robert-emery,1990,العلاج الزوجي المرتكز على الانفعال (EFT)
thinkers,روبرت روتيلا,Robert J. Rotella,thk-robert-rotella,1985,br-sport-psychology
thinkers,روبرت دوفال,Robert Duvall,thk-robertduvall,1970-2000,الديانيتكس / السيانتولوجيا
thinkers,روبرت إليوت,Robert Elliott,thk-robertelliott,1985,العلاج بالخبرة/التجريبي
thinkers,روبرت فريتز,Robert Fritz,thk-robertfritz,1975,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,روهان غوليتش,Rohan J. Gullich,thk-rohan-gullich,2005,br-sport-psychology
thinkers,رولاند تولنتينو,Roland B. Tolentino,thk-roland-tolentino,2000,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,إيدا ب. رولف,Ida P. Rolf,thk-rolf,1960-1979,PBSP (Pesso Boyden System Psychomotor)
thinkers,رولو ماي,Rollo May,thk-rollomay,1939-1994,المدرسة الوجودية
thinkers,روزماري أَلارا,Rosemary Alara,thk-rosemaryalara,1980,الديانيتكس / السيانتولوجيا
thinkers,روزاليند بيكار,Rosalind W. Picard,thk-rpicard,1995,br-ai-chatbot-therapy
thinkers,راشِل بَرايس,Rachel Brice Price,thk-rprice,2005,Body-Mind Centering
thinkers,روبرت رِسنيك,Robert Resnick,thk-rresnick,1990,العلاج العلائقي المجسد (ERT)
thinkers,روبرت سكاير,Robert Scaer,thk-rscaer,1992-2018,العلاج المستنير عصبيًا/بولفاغال
thinkers,روزان شاف,Roseann C. Schaaf,thk-rschaaf,1985,التكامل الحسي (Sensory Integration)
thinkers,روبرت شليب,Robert Schleip,thk-rschleip,1990,الرولفينغ والتكامل الهيكلي
thinkers,روبرت شورت,Robert Short,thk-rshort,1976,علاج إيماغو العلائقي (Imago)
thinkers,روبرت سبيتزر,Robert Spitzer,thk-rspitzer,1973-2015,العلاج بالتحويل (Conversion Therapy)
thinkers,تشو روي-لين,Zhou Ruilin,thk-ruilinzhou,2005,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,روبرت بريست,Robert Priest,thk-rupertpriest,2010,طريقة فيلدنكرايس
thinkers,راسل رزّاق,Russell Razzaque,thk-russellrazzaque,2010,الحوار المفتوح
thinkers,روبرتو فيارو,Roberto Viaro,thk-rviaro,1990,br-brief-strategic-therapy
thinkers,روبرت ويليامز,Robert L. Williams,thk-rwilliams,1970-2020,علم النفس المتمركز حول أفريقيا
thinkers,روبن ووفيت,Robin Wooffitt,thk-rwooffitt,1990,علم النفس الخطابي (Discursive Psychology)
thinkers,شاهيد أثير,Shahid Athar,thk-saathar,1990,علم النفس الإيجابي الإسلامي
thinkers,سارة أحمد,Sara Ahmed,thk-sahmed,1998,br-intersectional-feminist
thinkers,سالما ريدنغ,Salma Reading,thk-salmareading,1995,Te Whare Tapa Whā (نموذج)
thinkers,سولومون آش,Solomon E. Asch,thk-sasch,1940-1990,علم النفس الجشطالتي (برلين)
thinkers,ساتيانارايانا دورِسوامي,Sathyanarayana Doreswamy,thk-sathyanarayana-doreswamy,1970,علم النفس الفيدي (المستند إلى الفيد)
thinkers,ستافورد بير,Stafford Beer,thk-sbeer,1959-2002,النظرية العامة للأنظمة
thinkers,ساندرا بيم,Sandra Bem,thk-sbem,1974-2014,العلاج النفسي النسوي
thinkers,سوزان بلومبرغ,Susan L. Blumberg,thk-sblumberg,1981-2010,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,سارا بوث,Sandra Lindaman Booth,thk-sbooth,1990,Theraplay (العلاج بالألعاب العلائقي)
thinkers,ستيفان بوشار,Stéphane Bouchard,thk-sbouchard,2003,br-vr-therapy
thinkers,ستيفانو تشيريلو,Stefano Cirillo,thk-scirillo,1980,العلاج الأسري الميلاني
thinkers,سو دوغلاس,Sue Douglas,thk-sdouglas,2005,br-ddp
thinkers,ستيفن إيبِرغ,Steven M. Eyberg,thk-seyberg,1981-2016,PCIT
thinkers,شون غالاغر,Shaun Gallagher,thk-sgallagher,1995,br-embodied-cognition-therapy
thinkers,ستيف جِليغَن,Steve Gilligan,thk-sgilligan,1980,البرمجة اللغوية العصبية (NLP)
thinkers,سو غراند,Sue Grand,thk-sgrand,2000,العلاج العلائقي المجسد (ERT)
thinkers,سوزان هاربر,Susan Harper,thk-sharper,1980,Body-Mind Centering
thinkers,شارون هاپاي,Sharron Hapai,thk-sharron-hapai,2010,Te Whare Tapa Whā (نموذج)
thinkers,سكوت هِنغلَر,Scott W. Henggeler,thk-shenggeler,1980,العلاج متعدد الأجهزة (MST)
thinkers,شيرلي موراي,Shirley Murray,thk-shirley-murray,2000,تقنية ألكسندر
thinkers,سيدني جورارد,Sidney M. Jourard,thk-sidneyjourdan,1958-1974,علم النفس الإنساني
thinkers,سام كالاما,Sam Kalama,thk-skalama,1970-2000,Ho'oponopono (هاواي)
thinkers,ستيفن ك. ليفين,Stephen K. Levine,thk-slevine,1980,الفنون التعبيرية التعددية
thinkers,سيلفيا ليما,Sylvia Lane,thk-slima,1980-1996,علم نفس التحرير (Liberation Psychology)
thinkers,سونيا ليوبوميرسكي,Sonja Lyubomirsky,thk-slyubomirsky,1994,علم النفس الإيجابي (Seligman)
thinkers,ستيفن مادِغان,Stephen Madigan,thk-smadigan,1996,العلاج السردي (Narrative Therapy)
thinkers,شيلا ماكنامي,Sheila McNamee,thk-smcnamee,1990,البنائية الاجتماعية (Social Constructionism)
thinkers,شيري ميد,Shery Mead,thk-smead,1998,br-peer-support
thinkers,ستيفان بايبِر,Stefan B. Piper,thk-spiper,1995,علم النفس النقدي
thinkers,ستيفن بورجِس,Stephen W. Porges,thk-sporges,1994,TRE (تمارين إطلاق الصدمة)
thinkers,غايلينا رودس,Galena K. Rhoades,thk-srhoades,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,ستانلي روزنبرغ,Stanley Rosenberg,thk-srosenberg,2010,العلاج المستنير عصبيًا/بولفاغال
thinkers,ستيفن روس,Stephen Ross,thk-sross,2009,العلاج بمساعدة psilocybin
thinkers,شارون سالزبرغ,Sharon Salzberg,thk-ssalzberg,1985,العلاج النفسي التأملي
thinkers,سونيا شونوالد,Sonja K. Schoenwald,thk-sschoenwald,1990,العلاج متعدد الأجهزة (MST)
thinkers,سعدية شيخ,Sa'diyya Shaikh,thk-sshaikh,2005,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,سوزان سبيير,Susan A. Speer,thk-sspeer,2002,علم النفس الخطابي (Discursive Psychology)
thinkers,ستيفن لانكتون,Stephen R. Lankton,thk-stephen-lankton,1975,التنويم الإريكسوني
thinkers,ستيفن تالي,Stephen F. Talley,thk-stephen-talley,2015,br-discernment-counseling
thinkers,ستيفن بورغس,Stephen Burgess,thk-stephenburgess,2015,طريقة فيلدنكرايس
thinkers,ستيفن هاريس,Steven M. Harris,thk-stevenharris-dc,2010,Discernment Counseling (الاستشارة التمييزية)
thinkers,ستيغ راسموسن,Stig Rasmussen,thk-stig-rasmussen,2000,التنويم الذاتي
thinkers,سودير كاكار,Sudhir Kakar,thk-sudhir-kakar,1970,علم النفس الفيدي (المستند إلى الفيد)
thinkers,سوزان كوخ,Susan Koch,thk-susan-koch,2000,العلاج بالحركة والرقص
thinkers,سوزان تاينز,Susan Tynes,thk-susan-tynes,2010,العلاج بالتصوير الضوئي
thinkers,سوامي أخيلاناندا,Svami Akhilananda,thk-svami-akhilananda,1930-1962,علم النفس الفيدي (المستند إلى الفيد)
thinkers,سيرينا ويـدِر,Serena Wieder,thk-swieder,1990,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,شِنزِن يانغ,Shinzen Young,thk-syoung,1980,العلاج النفسي التأملي
thinkers,توماس أشنباخ,Thomas M. Achenbach,thk-tachenbach,1966,br-pcit
thinkers,تاكيشي ياسومارو,Takeshi Yasumaru,thk-takeshiyasumaru,1950-2010,علاج نايكان
thinkers,تيريزا أندرِآس,Teresa Andreas,thk-tandreas,1990,البرمجة اللغوية العصبية (NLP)
thinkers,ثيودور باربر,Theodore Xenophon Barber,thk-tbarber,1956-2005,التنويم العلاجي السريري
thinkers,تيموثي بيكمور,Timothy Bickmore,thk-tbickmore,2000,br-ai-chatbot-therapy
thinkers,تارا براتش,Tara Brach,thk-tbrach,1998,العلاج النفسي التأملي
thinkers,تي. بيري برازيلتون,T. Berry Brazelton,thk-tbrazelton,1955-2018,علم نفس الطفل
thinkers,تينا شامبانيا,Tina Champagne,thk-tchampagne,1995,التكامل الحسي (Sensory Integration)
thinkers,تيكاني كينغي,Te Kani Kingi,thk-tekanikingi,1995,Kaupapa Māori Psychology
thinkers,تيرو أوتا,Teruo Ohta,thk-teruo-ohta,1970,علاج نايكان
thinkers,توماس فوغارتي,Thomas F. Fogarty,thk-tfogarty,1975,العلاج الأسري بالأنساق (بوين)
thinkers,تيري غيلنغهام,Terry Gillingham,thk-tgillingham,1990,هاكومي (Hakomi)
thinkers,توماس غريسو,Thomas Grisso,thk-tgrisso,1980,br-therapeutic-risk-assessment
thinkers,تيريزا غلاسر,Theresa Glasser,thk-theresaglasser,2010,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,توماس سيلز,Thomas Sells,thk-thomas-sells,2010,br-discernment-counseling
thinkers,توماس هورا,Thomas Hora,thk-thomashora,1970-1995,علم النفس الإنساني
thinkers,تيموثي كلانتون,Timothy G. Clanton,thk-timothyclanton,2018,Discernment Counseling (الاستشارة التمييزية)
thinkers,تاكيشي إيسومه,Takeshi Isomae,thk-tisoma,1990,Constructive Living
thinkers,توماس كِلِرمان,Peter Felix Kellermann,thk-tkellermann,1980,السيكودراما والسوسيومتري
thinkers,تاكيهيسا كورّا,Takehisa Kora,thk-tkora,1950-1993,علاج موريتا
thinkers,تيموثي ليري,Timothy Leary,thk-tleary,1960-1996,العلاج بمساعدة المواد النفسانية
thinkers,ثيودور ليدز,Theodore Lidz,thk-tlidz,1952-1985,التحليل النفسي الدوري (Cyclical Psychodynamics)
thinkers,توماس مايرز,Thomas W. Myers,thk-tmyers,1998,الرولفينغ والتكامل الهيكلي
thinkers,توم كورنول,Tom Cornwell,thk-tom-cornwell,2000,br-restorative-justice
thinkers,توني وايت,Tony White,thk-tony-white,1968-2010,تحليل المعاملات (TA)
thinkers,تيري بيشو,Teri Pichot,thk-tpichot,1993,العلاج القصير المرتكز على الحل (SFBT)
thinkers,تود ريسلي,Todd R. Risley,thk-trisley,1968-2017,br-aba-autism
thinkers,توني روبنز,Tony Robbins,thk-trobbins,1983,البرمجة اللغوية العصبية (NLP)
thinkers,ترودي شوپ,Trudi Schoop,thk-trudi-schoop,1930-1990,العلاج بالحركة والرقص
thinkers,توني سيكستون,Toni L. Sexton,thk-tsexton,2000,PCIT
thinkers,تينا سترومستد,Tina Stromsted,thk-tstromsted,1985,الحركة الأصيلة
thinkers,توماس تِئو,Thomas Teo,thk-tteo,1998,علم النفس النقدي
thinkers,تِمُوتي تشيشيكو,T.G. Tshishiku,thk-ttshishiku,1990-2010,علم نفس الأوبونتو (Ubuntu)
thinkers,أومبيرتا تِلفِنِر,Umberta Telfener,thk-utelfener,1985-2010,العلاج الأسري الميلاني (Milan Systemic)
thinkers,فيفيَن بار,Vivien Burr,thk-vburr,1990,البنائية الاجتماعية (Social Constructionism)
thinkers,فابريتسيو كَريرا,Fabrizio Carrera,thk-vcarrera,1990,العلاج الأسري الميلاني (Milan Systemic)
thinkers,فيكتور فرانكل,Viktor E. Frankl,thk-viktorfrankl,1925-1997,المدرسة الوجودية
thinkers,سوامي فيفيكاناندا,Swami Vivekananda,thk-vivekananda,1886-1902,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,فرجينيا جونسون,Virginia E. Johnson,thk-vjohnson,1957-2013,br-sex-therapy
thinkers,بيل دوهرتي,William J. Doherty,thk-wdoherty,2011,Discernment Counseling (الاستشارة التمييزية)
thinkers,ناعيم أكبر,Na'im Akbar,thk-wdowling,1984-2020,علم النفس المتمركز حول أفريقيا
thinkers,ويندي دريدن,Windy Dryden,thk-wdryden,1985,br-single-session-therapy
thinkers,ويني دون,Winnie Dunn,thk-wdunn,1999,br-sensory-integration
thinkers,وليام هدسون,William Hudson O'Hanlon,thk-william-hudson,1985,التنويم الإريكسوني
thinkers,فيرنر يانتساريك,Werner Janzarik,thk-wjanzarik,1952-2014,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,فولفغانغ كولَر,Wolfgang Köhler,thk-wkohler,1913-1967,علم النفس الجشطالتي (برلين)
thinkers,وليام كروغر,William S. Kroger,thk-wkroger,1945-1996,التنويم المعرفي
thinkers,وليام ماسترز,William H. Masters,thk-wmasters,1957-2001,br-sex-therapy
thinkers,فولفغانغ ميتزغر,Wolfgang Metzger,thk-wmetzger,1930-1979,علم النفس الجشطالتي (برلين)
thinkers,ويلِم سَبُولدِنغ,Wilma Spaulding,thk-wspaulding,1970-2010,br-psychiatric-rehabilitation
thinkers,وايات وودسمول,Wyatt Woodsmall,thk-wwood,1985-2010,البرمجة اللغوية العصبية (NLP)
thinkers,يفون دولان,Yvonne M. Dolan,thk-ydolan,1991,العلاج القصير المرتكز على الحل (SFBT)
thinkers,تشو يي-هوا,Zhu Yihua,thk-yihuazhu,2005,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,ياسين محمد,Yasien Mohamed,thk-ymohamed,1995,علم النفس الإيجابي الإسلامي
thinkers,باراماهانزا يوغاناندا,Paramahansa Yogananda,thk-yogananda,1920-1952,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,إيڤاني إدمون,Yvani E. Edmon,thk-yvaniedmon,2000,طريقة فيلدنكرايس
thinkers,تشانغ يونغ تشيانغ,Zhang Yongqiang,thk-zhangyongqiang,2000,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,زبينيو ليبوفسكي,Zbigniew J. Lipowski,thk-zlipowski,1967-1997,علم النفس الطبي النفسي
thinkers,زوي مايو,Zoë Mailloux,thk-zmailloux,1990,التكامل الحسي (Sensory Integration)
