category,title_ar,title_en,slug,active_period,school,status,note
thinkers,تيريزا أندرِآس,Teresa Andreas,thk-tandreas,1990,البرمجة اللغوية العصبية (NLP),UNCERTAIN,"Searched but not found. Real, well-documented NLP figures with the surname Andreas are Connirae Andreas and Steve Andreas; no 'Teresa Andreas' found. Likely name confusion/error."
thinkers,ثيودور باربر,Theodore Xenophon Barber,thk-tbarber,1956-2005,التنويم العلاجي السريري,VERIFIED,"Confirmed: American psychologist, prolific hypnosis researcher (1927-2005). Correction: active_period should start ~1927/1950s birth-based, but note the '1956' start is roughly consistent with his early Harvard/Medfield hypnosis research; the death year 2005 is correct."
thinkers,تيموثي بيكمور,Timothy Bickmore,thk-tbickmore,2000,br-ai-chatbot-therapy,VERIFIED,"Confirmed: Northeastern University professor, pioneer of 'relational agents' for health behavior change, active since early 2000s."
thinkers,تارا براتش,Tara Brach,thk-tbrach,1998,العلاج النفسي التأملي,VERIFIED,"Confirmed: American psychologist and meditation teacher, author of 'Radical Acceptance,' founder of Insight Meditation Community of Washington."
thinkers,تي. بيري برازيلتون,T. Berry Brazelton,thk-tbrazelton,1955-2018,علم نفس الطفل,VERIFIED,"Confirmed: American pediatrician, creator of the Neonatal Behavioral Assessment Scale (NBAS), highly influential in child development."
thinkers,تينا شامبانيا,Tina Champagne,thk-tchampagne,1995,التكامل الحسي (Sensory Integration),VERIFIED,"Confirmed: occupational therapist, developer of the Sensory Modulation Program, published work on sensory processing and trauma from 2011 onward."
thinkers,تيكاني كينغي,Te Kani Kingi,thk-tekanikingi,1995,Kaupapa Māori Psychology,VERIFIED,"Confirmed: New Zealand mental health academic (Ngāti Pūkeko, Ngāti Awa), professor specializing in Māori mental health and Kaupapa Māori approaches."
thinkers,تيرو أوتا,Teruo Ohta,thk-teruo-ohta,1970,علاج نايكان,UNCERTAIN,"Searched but not directly confirmed. Sapporo Ohta Hospital is a well-documented Naikan therapy center in Japan, but no source directly names an individual 'Teruo Ohta' as its founder/theorist."
thinkers,توماس فوغارتي,Thomas F. Fogarty,thk-tfogarty,1975,العلاج الأسري بالأنساق (بوين),VERIFIED,"Confirmed: co-founder of the Center for Family Learning, key second-generation Bowen family systems theorist (pursuer-distancer concept)."
thinkers,تيري غيلنغهام,Terry Gillingham,thk-tgillingham,1990,هاكومي (Hakomi),UNCERTAIN,Searched but not found. No source confirms a Hakomi-associated figure named Terry Gillingham.
thinkers,توماس غريسو,Thomas Grisso,thk-tgrisso,1980,br-therapeutic-risk-assessment,VERIFIED,"Confirmed: clinical/forensic psychologist (b.1942), leading figure in forensic mental health assessment and juvenile risk assessment (MacArthur studies)."
thinkers,تيريزا غلاسر,Theresa Glasser,thk-theresaglasser,2010,العلاج التفاعلي النمائي الثنائي (DDP),UNCERTAIN,"Searched but not found under this name/field pairing. A similarly named 'Theresa Glaser' (different spelling) is a psychotherapist at Hamm Clinic focused on trauma/health psychology, not DDP specifically. Likely mismatch."
thinkers,توماس سيلز,Thomas Sells,thk-thomas-sells,2010,br-discernment-counseling,UNCERTAIN,Searched but not found. Discernment Counseling's documented co-founder/originator is William J. Doherty; no 'Thomas Sells' found associated with the field.
thinkers,توماس هورا,Thomas Hora,thk-thomashora,1970-1995,علم النفس الإنساني,VERIFIED,"Confirmed: American psychiatrist (1914-1995), founder of Metapsychiatry/Existential Metapsychiatry, a spiritually oriented psychotherapy."
thinkers,تيموثي كلانتون,Timothy G. Clanton,thk-timothyclanton,2018,Discernment Counseling (الاستشارة التمييزية),UNCERTAIN,Searched but not found. No evidence connects a 'Timothy G. Clanton' to discernment counseling; results returned unrelated individuals of that name.
thinkers,تاكيهيسا إيسومه,Takeshi Isomae,thk-tisoma,1990,Constructive Living,UNCERTAIN,Searched but not found. Constructive Living's documented founder/leading authority is David K. Reynolds; no 'Takeshi Isomae' found associated with the field.
thinkers,توماس كِلِرمان,Peter Felix Kellermann,thk-tkellermann,1980,السيكودراما والسوسيومتري,VERIFIED,"Confirmed real person: Peter Felix Kellermann (Natan Peter Felix Kellermann), clinical psychologist, psychodrama/sociodrama trainer, PhD 1986, director of Jerusalem Center for Psychodrama. CORRECTION NEEDED: Arabic name 'توماس كِلِرمان' (Thomas Kellerman) does not match the English name 'Peter Felix Kellermann' - Arabic transliteration should reflect 'Peter Felix' not 'Thomas.'"
thinkers,تاكيهيسا كورّا,Takehisa Kora,thk-tkora,1950-1993,علاج موريتا,VERIFIED,"Confirmed: Dr. Takehisa Kora, primary successor to Shoma Morita, helped popularize Morita therapy internationally in the 1950s."
thinkers,تيموثي ليري,Timothy Leary,thk-tleary,1960-1996,العلاج بمساعدة المواد النفسانية,VERIFIED,"Confirmed: Harvard psychologist (1920-1996), pioneer of psychedelic-assisted psychology research in the early 1960s."
thinkers,ثيودور ليدز,Theodore Lidz,thk-tlidz,1952-1985,التحليل النفسي الدوري (Cyclical Psychodynamics),VERIFIED,"Confirmed real, prominent figure: American psychiatrist (1910-2001), Yale professor known for family/schizophrenia research. NOTE: the school label 'Cyclical Psychodynamics' does not match his actual, well-documented specialty (family theories of schizophrenia); label appears mismatched."
thinkers,توماس مايرز,Thomas W. Myers,thk-tmyers,1998,الرولفينغ والتكامل الهيكلي,VERIFIED,"Confirmed: creator of Anatomy Trains myofascial meridians mapping, structural integration/Rolfing-lineage practitioner and educator."
thinkers,توم كورنويل,Tom Cornwell,thk-tom-cornwell,2000,br-restorative-justice,UNCERTAIN,"Searched but not found. No evidence of a restorative justice theorist/practitioner named Tom Cornwell; results returned unrelated people of that name (dental, finance, etc.)."
thinkers,توني وايت,Tony White,thk-tony-white,1968-2010,تحليل المعاملات (TA),VERIFIED,"Confirmed: Australian psychologist (b.1957, Perth), Teaching and Supervising Transactional Analyst, author of multiple TA books since 1984."
thinkers,تيري بيشو,Teri Pichot,thk-tpichot,1993,العلاج القصير المرتكز على الحل (SFBT),VERIFIED,"Confirmed: solution-focused brief therapy trainer/author, founder of Denver Center for Solution-Focused Brief Therapy."
thinkers,تود ريسلي,Todd R. Risley,thk-trisley,1968-2017,br-aba-autism,VERIFIED,"Confirmed: pioneer of applied behavior analysis (1937-2007), co-author of the seminal 1968 'seven dimensions of ABA' paper with Baer and Wolf. Note death year should be 2007, not 2017."
thinkers,توني روبنز,Tony Robbins,thk-trobbins,1983,البرمجة اللغوية العصبية (NLP),VERIFIED,"Confirmed: popularized NLP techniques (rebranded as Neuro-Associative Conditioning), trained under NLP figures including Richard Bandler."
thinkers,ترودي شوپ,Trudi Schoop,thk-trudi-schoop,1930-1990,العلاج بالحركة والرقص,VERIFIED,"Confirmed: Swiss dancer/mime (1904-1999), pioneer of dance/movement therapy for treating mental illness."
thinkers,توني سيكستون,Toni L. Sexton,thk-tsexton,2000,PCIT,UNCERTAIN,Searched but not found. PCIT's documented founder is Sheila Eyberg; no 'Toni L. Sexton' found associated with the field.
thinkers,تينا سترومستد,Tina Stromsted,thk-tstromsted,1985,الحركة الأصيلة,VERIFIED,"Confirmed: Jungian psychoanalyst, dance/movement therapist, co-founder of the Authentic Movement Institute."
thinkers,توماس تِئو,Thomas Teo,thk-tteo,1998,علم النفس النقدي,VERIFIED,"Confirmed: Canadian professor (b.1963) of Historical, Theoretical, and Critical Studies of Psychology at York University, leading critical psychology scholar."
thinkers,تِمُوتي تشيشيكو,T.G. Tshishiku,thk-ttshishiku,1990-2010,علم نفس الأوبونتو (Ubuntu),UNCERTAIN,"Searched but not found. Ubuntu psychology/Ubuntu therapy is a real, documented field, but no source confirms an individual named 'T.G. Tshishiku' as a theorist in it."
thinkers,أومبيرتا تِلفِنِر,Umberta Telfener,thk-utelfener,1985-2010,العلاج الأسري الميلاني (Milan Systemic),VERIFIED,"Confirmed: clinical psychologist, systemic therapist, instructor of the Milan School of Family Therapy, director of Milan Center of Family Therapy."
thinkers,فيفيَن بار,Vivien Burr,thk-vburr,1990,البنائية الاجتماعية (Social Constructionism),VERIFIED,"Confirmed: Emerita Professor of Critical Psychology, author of the widely-used textbook 'Social Constructionism.'"
thinkers,فابريتسيو كَريرا,Fabrizio Carrera,thk-vcarrera,1990,العلاج الأسري الميلاني (Milan Systemic),UNCERTAIN,"Searched but not found. No evidence of a Milan Systemic therapy figure named Fabrizio Carrera; known Milan-school members are Selvini Palazzoli, Boscolo, Cecchin, and Prata."
thinkers,فيكتور فرانكل,Viktor E. Frankl,thk-viktorfrankl,1925-1997,المدرسة الوجودية,VERIFIED,"Confirmed: Austrian psychiatrist/neurologist (26 Mar 1905 - 2 Sep 1997), founder of logotherapy/existential analysis. CORRECTION: birth year should be 1905, not 1925."
thinkers,سوامي فيفيكاناندا,Swami Vivekananda,thk-vivekananda,1886-1902,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,"Confirmed: Indian philosopher/monk (1863-1902), influential in introducing Hindu psychological/spiritual concepts to the West (including to William James)."
thinkers,فرجينيا جونسون,Virginia E. Johnson,thk-vjohnson,1957-2013,br-sex-therapy,VERIFIED,"Confirmed: American sexologist (1925-2013), co-founder of the Masters and Johnson sex research/therapy program."
thinkers,بيل دوهرتي,William J. Doherty,thk-wdoherty,2011,Discernment Counseling (الاستشارة التمييزية),VERIFIED,"Confirmed: co-founder and leading developer of Discernment Counseling, professor at University of Minnesota."
thinkers,ناعيم أكبر,Na'im Akbar,thk-wdowling,1984-2020,علم النفس المتمركز حول أفريقيا,VERIFIED,"Confirmed: clinical psychologist known for Afrocentric/African-centered psychology, APA award recipient. NOTE: slug 'thk-wdowling' appears mismatched/inconsistent with the name Na'im Akbar - likely a leftover or copy error from another entry."
thinkers,ويندي دريدن,Windy Dryden,thk-wdryden,1985,br-single-session-therapy,VERIFIED,Confirmed: prominent REBT and Single-Session Therapy trainer/author.
thinkers,ويني دون,Winnie Dunn,thk-wdunn,1999,br-sensory-integration,VERIFIED,"Confirmed: occupational therapist, developer of Dunn's Model of Sensory Processing and the Sensory Profile assessment."
thinkers,وليام هدسون,William Hudson O'Hanlon,thk-william-hudson,1985,التنويم الإريكسوني,VERIFIED,"Confirmed: leading figure in solution-oriented/Ericksonian hypnosis, author of 'Solution-Oriented Hypnosis: An Ericksonian Approach' (1992)."
thinkers,فيرنر يانتساريك,Werner Janzarik,thk-wjanzarik,1952-2014,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian),VERIFIED,"Confirmed: German psychiatrist (1920-2019), developer of the 'structural-dynamic' model of psychopathology, chaired Heidelberg Psychiatric University Hospital 1973-1988. CORRECTION: dates should be 1920-2019, not 1952-2014; also the school label ('Neo-Kraepelinian') does not match his actual, documented framework (structural dynamics)."
thinkers,فولفغانغ كولَر,Wolfgang Köhler,thk-wkohler,1913-1967,علم النفس الجشطالتي (برلين),VERIFIED,"Confirmed: German Gestalt psychology co-founder (1887-1967), director of Berlin Psychological Institute from 1922."
thinkers,وليام كروغر,William S. Kroger,thk-wkroger,1945-1996,التنويم المعرفي,VERIFIED,"Confirmed: American physician (1906-1995), pioneer of clinical/cognitive hypnosis, co-founder of related professional societies."
thinkers,وليام ماسترز,William H. Masters,thk-wmasters,1957-2001,br-sex-therapy,VERIFIED,"Confirmed: American gynecologist (1915-2001), co-founder of the Masters and Johnson sex research/therapy program."
thinkers,فولفغانغ ميتزغر,Wolfgang Metzger,thk-wmetzger,1930-1979,علم النفس الجشطالتي (برلين),VERIFIED,"Confirmed: German Gestalt psychologist (1899-1979), director of the Psychological Institute, preserved Gestalt theory in Germany through the Nazi era."
thinkers,ويلِم سَبُولدِنغ,Wilma Spaulding,thk-wspaulding,1970-2010,br-psychiatric-rehabilitation,UNCERTAIN,"Searched but not found under 'Wilma Spaulding.' The documented psychiatric rehabilitation/cognitive-treatment researcher with this surname is William D. Spaulding, not Wilma - likely a first-name/gender error."
thinkers,وايات وودسمول,Wyatt Woodsmall,thk-wwood,1985-2010,البرمجة اللغوية العصبية (NLP),VERIFIED,"Confirmed: first certified NLP Master Trainer and Master Modeler, mentored Tony Robbins in NLP modeling."
thinkers,يفون دولان,Yvonne M. Dolan,thk-ydolan,1991,العلاج القصير المرتكز على الحل (SFBT),VERIFIED,"Confirmed: solution-focused brief therapy trainer/author, co-founder and past-president of the Solution-Focused Brief Therapy Association."
thinkers,تشو يي-هوا,Zhu Yihua,thk-yihuazhu,2005,الطاوية المعرفية (Taoist Cognitive Therapy),UNCERTAIN,"Searched but not found. Chinese Taoist Cognitive Therapy (CTCT) is a real, documented field, but the literature attributes it to researchers named 'Zhang' (e.g., in 'Zhang, Young' citations); no source confirms 'Zhu Yihua' as its developer."
thinkers,ياسين محمد,Yasien Mohamed,thk-ymohamed,1995,علم النفس الإيجابي الإسلامي,VERIFIED,"Confirmed: Emeritus Professor of Arabic Studies and Islamic Philosophy (University of the Western Cape), published on Islamic positive psychology and fitrah since at least 1995."
thinkers,باراماهانزا يوغاناندا,Paramahansa Yogananda,thk-yogananda,1920-1952,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,"Confirmed: Indian/American yogi (1893-1952), founder of Self-Realization Fellowship, brought Kriya Yoga and Indian spiritual psychology to the West."
thinkers,إيڤاني إدمون,Yvani E. Edmon,thk-yvaniedmon,2000,طريقة فيلدنكرايس,UNCERTAIN,Searched but not found. No evidence of a Feldenkrais Method figure named Yvani E. Edmon.
thinkers,تشانغ يونغ تشيانغ,Zhang Yongqiang,thk-zhangyongqiang,2000,الطاوية المعرفية (Taoist Cognitive Therapy),VERIFIED,"Weak but real: found as a co-author in Chinese psychiatric literature applying a 'modified Taoist cognitive' approach to schizophrenia patients, consistent with Taoist Cognitive Therapy field."
thinkers,زبينيو ليبوفسكي,Zbigniew J. Lipowski,thk-zlipowski,1967-1997,علم النفس الطبي النفسي,VERIFIED,"Confirmed: Polish-American psychiatrist (d. 30 Dec 1997), major figure in psychosomatic medicine and consultation-liaison psychiatry."
thinkers,زوي مايو,Zoë Mailloux,thk-zmailloux,1990,التكامل الحسي (Sensory Integration),VERIFIED,"Confirmed: occupational therapist, expert in Ayres Sensory Integration, founding partner of CLASI (Collaborative for Leadership in Ayres Sensory Integration)."
